season,episode,baker,technical,result,baker_age,baker_occupation,hometown,signature_bake,show_stopper
5,3,Richard,6,IN,38,Builder,"Mill Hill, London",Rye and Cranberry Rolls,Pesto Pinwheel
5,3,Jordan,10,OUT,32,IT Manager,"Sneinton, Nottingham",Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche
5,3,Luis,2,STAR BAKER,42,Graphic Designer,"Poynton, Cheshire",Opposites Attract Rolls,Roscón de Reyes
5,3,Claire,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA
5,3,Enwezor,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA
5,4,Chetna,3,IN,35,Fashion Designer,"Broadstairs, Kent","Rhubarb, Strawberry and Orange Puddings","Mango, Raspberry and Coconut Baked Alaska"
5,4,Diana,9,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire",Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan
5,4,Kate,7,IN,41,Furniture Restorer,"Brighton, East Sussex",Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska"
5,4,Luis,2,IN,42,Graphic Designer,"Poynton, Cheshire",Pears in Puddings,Bakewell Alaska
5,4,Martha,1,IN,17,Student,"Ascot, Berkshire",Peanut Butter Chocolate Fondants,Key Lime Baked Alaska
5,4,Nancy,4,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska
5,4,Norman,8,IN,66,Retired Naval Officer,"Portknockie, Moray",Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise
5,4,Iain,6,OUT,31,Construction Engineer,London/Belfast,"Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)"
5,4,Richard,5,STAR BAKER,38,Builder,"Mill Hill, London",Black Forest Chocolate Fondants,Tiramisu Baked Alaska
5,4,Claire,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA
5,4,Enwezor,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA
5,4,Jordan,NA,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA
5,5,Chetna,2,IN,35,Fashion Designer,"Broadstairs, Kent",Rice Custard Tart with Mangoes and Raspberries,Fusion Tiered Pies
5,5,Luis,6,IN,42,Graphic Designer,"Poynton, Cheshire",Tropical Manchester Tart,Four Fruity Seasons Tower
5,5,Martha,1,IN,17,Student,"Ascot, Berkshire","Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie
5,5,Nancy,4,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies
5,5,Richard,7,IN,38,Builder,"Mill Hill, London",Fig and Orange Tart,Three Course Autumn Pie Feast
5,5,Norman,5,OUT,66,Retired Naval Officer,"Portknockie, Moray",Tarte au Citron,Pieful Tower
5,5,Kate,3,STAR BAKER,41,Furniture Restorer,"Brighton, East Sussex",Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies"
5,5,Diana,NA,WD,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA
5,5,Claire,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA
5,5,Enwezor,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA
5,5,Iain,NA,NA,31,Construction Engineer,London/Belfast,NA,NA
5,5,Jordan,NA,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA
5,6,Diana,NA,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA
5,6,Kate,6,IN,41,Furniture Restorer,"Brighton, East Sussex","Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes
5,6,Luis,3,IN,42,Graphic Designer,"Poynton, Cheshire",Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill
5,6,Martha,4,IN,17,Student,"Ascot, Berkshire",Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte
5,6,Nancy,1,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte
5,6,Richard,5,IN,38,Builder,"Mill Hill, London",Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte
5,6,Chetna,2,STAR BAKER,35,Fashion Designer,"Broadstairs, Kent",Orange Savarin with Cinnamon Cream,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream
5,6,Claire,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA
5,6,Enwezor,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA
5,6,Iain,NA,NA,31,Construction Engineer,London/Belfast,NA,NA
5,6,Jordan,NA,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA
5,6,Norman,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",NA,NA
5,7,Chetna,6,IN,35,Fashion Designer,"Broadstairs, Kent",Crispy Lentil Kachori,Chocolate and Mango & Lemon Meringue Éclairs
5,7,Diana,NA,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA
5,7,Luis,5,IN,42,Graphic Designer,"Poynton, Cheshire",Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)"
5,7,Martha,3,IN,17,Student,"Ascot, Berkshire",Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs
5,7,Nancy,2,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs
5,7,Kate,4,OUT,41,Furniture Restorer,"Brighton, East Sussex",Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs
5,7,Richard,1,STAR BAKER,38,Builder,"Mill Hill, London",Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)"
5,7,Claire,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA
5,7,Enwezor,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA
5,7,Iain,NA,NA,31,Construction Engineer,London/Belfast,NA,NA
5,7,Jordan,NA,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA
5,7,Norman,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",NA,NA
5,8,Chetna,1,IN,35,Fashion Designer,"Broadstairs, Kent",Date and Walnut Swirl Bread,Chocolate Mousse Filled DoughnutsBraided Doughnuts
5,8,Diana,NA,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA
5,8,Luis,2,IN,42,Graphic Designer,"Poynton, Cheshire",Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)"
5,8,Nancy,3,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)"
5,8,Martha,5,OUT,17,Student,"Ascot, Berkshire",Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts
5,8,Richard,4,STAR BAKER,38,Builder,"Mill Hill, London",Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts
5,8,Claire,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA
5,8,Enwezor,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA
5,8,Iain,NA,NA,31,Construction Engineer,London/Belfast,NA,NA
5,8,Jordan,NA,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA
5,8,Kate,NA,NA,41,Furniture Restorer,"Brighton, East Sussex",NA,NA
5,8,Norman,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",NA,NA
5,9,Diana,NA,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA
5,9,Luis,1,IN,42,Graphic Designer,"Poynton, Cheshire",Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges"
5,9,Nancy,3,IN,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets
5,9,Chetna,4,OUT,35,Fashion Designer,"Broadstairs, Kent",Chocolate Orange Baklava Masala Chai Baklava,"Chocolate, Orange & Nut EntremetsCappuccino Entremets"
5,9,Richard,2,STAR BAKER,38,Builder,"Mill Hill, London",Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets
5,9,Claire,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA
5,9,Enwezor,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA
5,9,Iain,NA,NA,31,Construction Engineer,London/Belfast,NA,NA
5,9,Jordan,NA,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA
5,9,Kate,NA,NA,41,Furniture Restorer,"Brighton, East Sussex",NA,NA
5,9,Martha,NA,NA,17,Student,"Ascot, Berkshire",NA,NA
5,9,Norman,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",NA,NA
5,10,Diana,NA,IN,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,NA
5,10,Luis,2,Runner-up,42,Graphic Designer,"Poynton, Cheshire","Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate
5,10,Richard,3,Runner-up,38,Builder,"Mill Hill, London",Pear Pain au ChocolatPain Au Lait,Mill on the Hill
5,10,Nancy,1,WINNER,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill
5,10,Chetna,NA,NA,35,Fashion Designer,"Broadstairs, Kent",NA,NA
5,10,Claire,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA
5,10,Enwezor,NA,NA,39,Business Consultant,"Portsmouth, Hampshire",NA,NA
5,10,Iain,NA,NA,31,Construction Engineer,London/Belfast,NA,NA
5,10,Jordan,NA,NA,32,IT Manager,"Sneinton, Nottingham",NA,NA
5,10,Kate,NA,NA,41,Furniture Restorer,"Brighton, East Sussex",NA,NA
5,10,Martha,NA,NA,17,Student,"Ascot, Berkshire",NA,NA
5,10,Norman,NA,NA,66,Retired Naval Officer,"Portknockie, Moray",NA,NA
6,1,Alvin,2,IN,37,Nurse,"Bracknell, Berkshire",Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau
6,1,Dorret,5,IN,53,Accountant,"Penwortham, Lancashire",Madeira Cake with Candied Lemons,Enchanted Forest Gâteau
6,1,Flora,6,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Blood Orange Madeira Cake,Black Forest Gâteau
6,1,Ian,8,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Somewhere West of Madeira Cake,Black Forest Cherry Tree
6,1,Mat,7,IN,37,Fire fighter,London,Gin and Tonic Madeira Cake,Black Forest Gateau
6,1,Nadiya,12,IN,30,Full-time mother,Leeds / Luton,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau
6,1,Paul,10,IN,49,Prison governor,"Swansea, Wales","Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation
6,1,Sandy,9,IN,49,Child welfare officer,"Yeadon, West Yorkshire",Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau
6,1,Tamal,4,IN,29,Trainee anaesthetist,Manchester,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell
6,1,Ugnė,1,IN,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Lemon and Thyme Madeira Cake,Falling Cup Gâteau
6,1,Stu,11,OUT,35,Professional musician,"Guildford, Surrey",Marley Madeira Cake,Purple Forest Gâteau
6,1,Marie,3,STAR BAKER,66,Retired,"Auchterarder, Perthshire",Zingy Citrus Madeira Cake,A Walk in the Black Forest
6,2,Alvin,6,IN,37,Nurse,"Bracknell, Berkshire","Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps
6,2,Dorret,1,IN,53,Accountant,"Penwortham, Lancashire",Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs
6,2,Flora,2,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Wedding Biscotti,Honey and Earl Grey Tea Box
6,2,Mat,5,IN,37,Fire fighter,London,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine
6,2,Nadiya,9,IN,30,Full-time mother,Leeds / Luton,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes
6,2,Paul,10,IN,49,Prison governor,"Swansea, Wales","Chocolate, Hazelnut and Fig Biscotti",Memory Box
6,2,Sandy,4,IN,49,Child welfare officer,"Yeadon, West Yorkshire",Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box
6,2,Tamal,8,IN,29,Trainee anaesthetist,Manchester,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box
6,2,Ugnė,7,IN,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",White Wine Biscotti,Baby Climbing into the Cookie Box
6,2,Marie,11,OUT,66,Retired,"Auchterarder, Perthshire",Biscotti Italiano,Russian Box
6,2,Ian,3,STAR BAKER,41,Travel photographer,"Great Wilbraham, Cambridgeshire","Orange, Rosemary and Almond Biscotti",Sandwich de la Confiture
6,2,Stu,NA,NA,35,Professional musician,"Guildford, Surrey",NA,NA
6,3,Alvin,4,IN,37,Nurse,"Bracknell, Berkshire","Prosciutto, Manchego and Balsamic Onion Soda Breads",Cornucopia
6,3,Flora,2,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Fig and Hazelnut Rye Breads,Herb Couture
6,3,Mat,8,IN,37,Fire fighter,London,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion
6,3,Nadiya,9,IN,30,Full-time mother,Leeds / Luton,Mexican Bread with Warm Tomato Salsa,Snake Charmer's Basket
6,3,Paul,10,IN,49,Prison governor,"Swansea, Wales",Cranberry and Orange Sweet Soda Breads,King of the Jungle
6,3,Sandy,7,IN,49,Child welfare officer,"Yeadon, West Yorkshire",Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre
6,3,Tamal,3,IN,29,Trainee anaesthetist,Manchester,"Fig, Cheese and Walnut Breads",Breadcycle
6,3,Ugnė,5,IN,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket
6,3,Dorret,6,OUT,53,Accountant,"Penwortham, Lancashire",Walnut and Stilton Soda Breads,Unmade Bread
6,3,Ian,1,STAR BAKER,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Wild Garlic Pesto Soda Breads,Flour Power
6,3,Marie,NA,NA,66,Retired,"Auchterarder, Perthshire",NA,NA
6,3,Stu,NA,NA,35,Professional musician,"Guildford, Surrey",NA,NA
6,4,Alvin,9,IN,37,Nurse,"Bracknell, Berkshire",Blackberry Crème Brûlées,Tower of Fruits Cheesecakes
6,4,Flora,3,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes
6,4,Mat,7,IN,37,Fire fighter,London,Coconut Crème Brûlées,Chocolate Bar Cheesecakes
6,4,Nadiya,8,IN,30,Full-time mother,Leeds / Luton,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes
6,4,Paul,1,IN,49,Prison governor,"Swansea, Wales",Almond Crème Brûlées,Berry Cheesecake Tower
6,4,Tamal,5,IN,29,Trainee anaesthetist,Manchester,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio"
6,4,Ugnė,2,IN,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes"
6,4,Sandy,6,OUT,49,Child welfare officer,"Yeadon, West Yorkshire",Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes"
6,4,Ian,4,STAR BAKER,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes
6,4,Dorret,NA,NA,53,Accountant,"Penwortham, Lancashire",NA,NA
6,4,Marie,NA,NA,66,Retired,"Auchterarder, Perthshire",NA,NA
6,4,Stu,NA,NA,35,Professional musician,"Guildford, Surrey",NA,NA
6,5,Alvin,8,IN,37,Nurse,"Bracknell, Berkshire",Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
6,5,Flora,3,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross","Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche
6,5,Ian,5,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Honey and Flowers Cake,Dessert Island
6,5,Mat,4,IN,37,Fire fighter,London,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll
6,5,Paul,2,IN,49,Prison governor,"Swansea, Wales",Carrot & Pecan Cake,Dessert Island Getaway
6,5,Tamal,7,IN,29,Trainee anaesthetist,Manchester,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll
6,5,Ugnė,6,OUT,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll"
6,5,Nadiya,1,STAR BAKER,30,Full-time mother,Leeds / Luton,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll
6,5,Dorret,NA,NA,53,Accountant,"Penwortham, Lancashire",NA,NA
6,5,Marie,NA,NA,66,Retired,"Auchterarder, Perthshire",NA,NA
6,5,Sandy,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA
6,5,Stu,NA,NA,35,Professional musician,"Guildford, Surrey",NA,NA
6,6,Flora,2,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents
6,6,Ian,3,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer
6,6,Nadiya,4,IN,30,Full-time mother,Leeds / Luton,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents
6,6,Paul,5,IN,49,Prison governor,"Swansea, Wales",Christmas Frangipane Tart,Savoury and Sweet Bouchées
6,6,Tamal,7,IN,29,Trainee anaesthetist,Manchester,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents
6,6,Alvin,6,OUT,37,Nurse,"Bracknell, Berkshire",Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents
6,6,Mat,1,STAR BAKER,37,Fire fighter,London,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents
6,6,Dorret,NA,NA,53,Accountant,"Penwortham, Lancashire",NA,NA
6,6,Marie,NA,NA,66,Retired,"Auchterarder, Perthshire",NA,NA
6,6,Sandy,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA
6,6,Stu,NA,NA,35,Professional musician,"Guildford, Surrey",NA,NA
6,6,Ugnė,NA,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA
6,7,Flora,4,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe"
6,7,Ian,5,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Roadkill Pie,Victoria's Crown Charlotte Russe
6,7,Nadiya,1,IN,30,Full-time mother,Leeds / Luton,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe
6,7,Paul,2,IN,49,Prison governor,"Swansea, Wales",Not a Boaring Pie,Charlotte Rose
6,7,Mat,6,OUT,37,Fire fighter,London,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe
6,7,Tamal,3,STAR BAKER,29,Trainee anaesthetist,Manchester,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe"
6,7,Alvin,NA,NA,37,Nurse,"Bracknell, Berkshire",NA,NA
6,7,Dorret,NA,NA,53,Accountant,"Penwortham, Lancashire",NA,NA
6,7,Marie,NA,NA,66,Retired,"Auchterarder, Perthshire",NA,NA
6,7,Sandy,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA
6,7,Stu,NA,NA,35,Professional musician,"Guildford, Surrey",NA,NA
6,7,Ugnė,NA,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA
6,8,Flora,3,IN,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne
6,8,Ian,2,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions
6,8,Tamal,4,IN,29,Trainee anaesthetist,Manchester,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne
6,8,Paul,5,OUT,49,Prison governor,"Swansea, Wales",Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne
6,8,Nadiya,1,STAR BAKER,30,Full-time mother,Leeds / Luton,Rose Pistachio and Mocha Hazelnut Horns,Bubble Gum and Peppermint Cream Religieuse à l'ancienne
6,8,Alvin,NA,NA,37,Nurse,"Bracknell, Berkshire",NA,NA
6,8,Dorret,NA,NA,53,Accountant,"Penwortham, Lancashire",NA,NA
6,8,Marie,NA,NA,66,Retired,"Auchterarder, Perthshire",NA,NA
6,8,Mat,NA,NA,37,Fire fighter,London,NA,NA
6,8,Sandy,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA
6,8,Stu,NA,NA,35,Professional musician,"Guildford, Surrey",NA,NA
6,8,Ugnė,NA,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA
6,9,Ian,3,IN,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Chocolate and Bay Tart,Chocolate Well
6,9,Tamal,2,IN,29,Trainee anaesthetist,Manchester,Chocolate New York Pie,Chocolate Bell Tower
6,9,Flora,1,OUT,19,Art gallery assistant,"Dunkeld, Perth and Kinross",Passion Fruit and Chocolate Tart,Cocoa Carousel
6,9,Nadiya,4,STAR BAKER,30,Full-time mother,Leeds / Luton,Peanut Salted Caramel and Chocolate Tart,Peacock in Nan's Door
6,9,Alvin,NA,NA,37,Nurse,"Bracknell, Berkshire",NA,NA
6,9,Dorret,NA,NA,53,Accountant,"Penwortham, Lancashire",NA,NA
6,9,Marie,NA,NA,66,Retired,"Auchterarder, Perthshire",NA,NA
6,9,Mat,NA,NA,37,Fire fighter,London,NA,NA
6,9,Paul,NA,NA,49,Prison governor,"Swansea, Wales",NA,NA
6,9,Sandy,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA
6,9,Stu,NA,NA,35,Professional musician,"Guildford, Surrey",NA,NA
6,9,Ugnė,NA,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA
6,10,Ian,2,Runner-up,41,Travel photographer,"Great Wilbraham, Cambridgeshire",Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake
6,10,Tamal,3,Runner-up,29,Trainee anaesthetist,Manchester,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake
6,10,Nadiya,1,WINNER,30,Full-time mother,Leeds / Luton,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake
6,10,Alvin,NA,NA,37,Nurse,"Bracknell, Berkshire",NA,NA
6,10,Dorret,NA,NA,53,Accountant,"Penwortham, Lancashire",NA,NA
6,10,Flora,NA,NA,19,Art gallery assistant,"Dunkeld, Perth and Kinross",NA,NA
6,10,Marie,NA,NA,66,Retired,"Auchterarder, Perthshire",NA,NA
6,10,Mat,NA,NA,37,Fire fighter,London,NA,NA
6,10,Paul,NA,NA,49,Prison governor,"Swansea, Wales",NA,NA
6,10,Sandy,NA,NA,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA
6,10,Stu,NA,NA,35,Professional musician,"Guildford, Surrey",NA,NA
6,10,Ugnė,NA,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA
7,1,Andrew,12,IN,25,Aerospace engineer,"Derby / Holywood, County Down",Lemon and Rosemary Drizzle Cake,'Ultimate Indulgence' Mirror Glaze Cake
7,1,Benjamina,6,IN,23,Teaching assistant,South London,"Pistachio, Cardamom and Lemon Drizzle Cake",White Chocolate Mirror Glaze with Salted Praline Buttercream
7,1,Candice,5,IN,31,PE teacher,"Barton-Le-Clay, Bedfordshire",Raspberry and Rhubarb Drizzle Custard Bundt Cake,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?"
7,1,Kate,4,IN,37,Nurse,"Brooke, Norfolk",Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake
7,1,Louise,9,IN,46,Hairdresser,Cardiff,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake
7,1,Michael,3,IN,20,Student,Durham,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze
7,1,Rav,8,IN,28,Student support,Erith,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake
7,1,Selasi,1,IN,30,Client service associate,London,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake"
7,1,Tom,2,IN,26,Project engagement manager,Rochdale,G&T Drizzle Cake,Black Forest Broken Mirror
7,1,Val,10,IN,66,"Semi-retired, Substitute teacher",Yeovil,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting
7,1,Lee,11,OUT,67,Pastor,Bolton,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake
7,1,Jane,7,STAR BAKER,61,Garden designer,Beckenham,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake
7,2,Andrew,4,IN,25,Aerospace engineer,"Derby / Holywood, County Down",Beehive Biscuits,Punting in Cambridge
7,2,Benjamina,3,IN,23,Teaching assistant,South London,Bouquet Biscuits,"New York, New York"
7,2,Jane,2,IN,61,Garden designer,Beckenham,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat
7,2,Kate,1,IN,37,Nurse,"Brooke, Norfolk","""A Biscuit for the Broads""","""I Promise I will do my best"""
7,2,Michael,9,IN,20,Student,Durham,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland
7,2,Rav,6,IN,28,Student support,Erith,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground
7,2,Selasi,11,IN,30,Client service associate,London,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church
7,2,Tom,7,IN,26,Project engagement manager,Rochdale,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience
7,2,Val,5,IN,66,"Semi-retired, Substitute teacher",Yeovil,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire
